bad,reason,job,loan,mortdue,value,yoj,derog,delinq,clage,ninq,clno,debtinc
0,HomeImp,Other,11400,73760.817199559,38246,8.9222681359045,.254569687738005,0,88.89,0,10,37.658
0,DebtCon,Mgr,11400,75705,90727,5,0,0,143.1,2,27,42.17
0,DebtCon, ,11400,66491,89553,4,0,0,212.78,0,16,31.12
0,DebtCon,Office,11400,55965,78051,6,0,0,96.29,2,14,27.173
0,DebtCon,ProfEx,11400,59813,72873,13,0,0,234.33,4,31,39.351
0,HomeImp,Office,11400,125486,195284,0,0,0,354.29,0,15,38.143
0,HomeImp,Other,11400,43530,56600,21,0,0,114.98,0,23,39.482
0,HomeImp,Other,11400,56789,74016,7,0,0,127.63,0,16,33.027
0,DebtCon,Other,11400,51203,60716,2,0,0,99.1,0,20,38.235
0,HomeImp,Mgr,11400,73760.817199559,44849,6,.254569687738005,.449442379182156,163.27,1.18605504587156,9,23.481
0,HomeImp, ,11400,73760.817199559,27439,27,0,0,208.18,0,5,23.83
0,HomeImp,ProfEx,11400,28043,87684,20,1,1,229.18,0,10,25.49
0,HomeImp,Self,11400,84380,202186,13,0,0,34.91,1.18605504587156,7,18.84
0,DebtCon,ProfEx,11400,112930,144830,2,0,0,271.24,1,46,33.251
0,HomeImp,Self,11400,84278,200480,14,0,0,4.41,1.18605504587156,8,19.112
0,DebtCon,Other,11400,64934,74875,3,0,0,192.31,2,16,34.344
0,DebtCon,Other,11400,50166,61395,1,0,0,188.89,1,12,26.95
0,HomeImp,Other,11400,52068,80643,2,0,2,199.09,0,13,29.462
0,HomeImp,Other,11500,56720,82738,17,0,0,200.42,0,16,34.02
0, ,Office,11500,104790,122169,16,1,0,266.12,0,16,34.082
0,HomeImp,Other,11500,53651,87547,18,0,0,191.4,0,16,34.369
0,HomeImp,ProfEx,11500,116430,215014,3,0,0,132.09,0,14,26.865
0,DebtCon,Mgr,11500,43945,63337,2,0,1,193.74,0,21,27.623
0,HomeImp,Other,11500,53151,71645,7,0,0,135.8,0,16,35.852
0,DebtCon,ProfEx,11500,70409,89099,9,0,0,169.4,0,11,40.174
0,DebtCon,Office,11500,61264,75647,11,0,0,262.89,3,36,39.548
0,DebtCon,Office,11500,44097,58336,0,0,0,173.32,0,20,38.192
0,DebtCon,ProfEx,11500,77143,86862,8,0,1,164.6,1,12,39.45
1,DebtCon,Office,11500,21096,38952,13,0,0,129.7,0,5,33.7799181760068
1,DebtCon,Other,11500,47597.57,75937.5,13.5,0,0,89.4,0,7,33.7799181760068
1,DebtCon,ProfEx,11500,67000,83000,4,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,33.7799181760068
1,DebtCon, ,11500,62000,83000,0,5,1,177.57,2,34,33.7799181760068
0,DebtCon,ProfEx,11500,64371,73636,2,0,0,162.12,1,35,39.791
0,DebtCon,Other,11500,63136,81099,3,.254569687738005,.449442379182156,149.06,1.18605504587156,35,28.976
0,HomeImp,Mgr,11500,29281,37717,15,0,0,61.92,0,9,30.702
0,DebtCon,Other,11500,104610,118861,18,0,1,203.7,1,16,37.597
0,HomeImp,Other,11500,73760.817199559,64037,8.9222681359045,0,0,354.17,0,7,34.356
0,DebtCon,Other,11500,59781,69864,4,0,1,312.55,0,9,31.182
0,DebtCon,Office,11500,22758,36922,7,0,1,103.05,0,16,19.02
0,DebtCon,Other,11600,82326,94599,0,4,0,179.766275654635,0,3,29.894
0,DebtCon,Office,11600,64143,78851,6,0,3,201.37,3,29,35.796
0,DebtCon,Other,11600,92613,108515,11,0,0,206.82,3,16,39.111
1,HomeImp,ProfEx,11600,44623,101776.04874145,13,6,2,178.09,0,29,21.335
1,DebtCon,Mgr,11600,57939,69774,5,0,0,91.99,0,12,72.264
0,DebtCon,ProfEx,11600,50433,107092,5,0,1,225.18,0,9,24.953
0,DebtCon,Office,11600,89205,128462,10,0,0,128.12,0,21,37.523
0,DebtCon,Office,11600,22635,33353,6,0,0,85.57,0,16,19.224
0,DebtCon,Other,11600,35865,50000,8.9222681359045,0,0,78.13,0,15,33.7799181760068
1,DebtCon,Other,11600,57200,72500,5,0,0,34.47,4,15,33.7799181760068
1,DebtCon,Other,11600,45917,60000,10,0,1,304.37,3,27,33.7799181760068
0,DebtCon,ProfEx,11600,96882,118914,13,0,0,176.22,2,17,34.758
0,DebtCon,Other,11600,28654,47042,10,.254569687738005,0,158.08,7,29,38.478
0, ,Other,11600,36357,56514,31,0,0,237.82,0,19,20.182
0, ,Other,11600,33379,51821,31,0,0,247.12,0,19,23.661
0,DebtCon,ProfEx,11600,64510,71105,5,0,0,150.26,1,34,43.239
0, ,Other,11600,57436,72460,11,0,0,255.13,0,27,28.946
0,HomeImp,Office,11600,129432,198705,0,0,0,341.05,0,16,39.963
0,HomeImp,ProfEx,11600,73079,101219,7,0,0,152.25,0,33,34.25
0,HomeImp,Other,11600,73760.817199559,36474,8.9222681359045,.254569687738005,1,93.73,0,10,37.203
0,HomeImp,Other,11700,42151,58947,22,0,0,122.03,0,23,40.083
1,HomeImp,Mgr,11700,73760.817199559,67940,3,3,4,204.03,1,38,33.7799181760068
0,DebtCon,Mgr,11700,78789,91342,5,0,0,128.36,2,27,41.953
0,HomeImp,Other,11700,47072,85090,18,0,0,192.25,0,16,35.065
0,DebtCon,ProfEx,11700,95411,117927,14,0,0,177.93,1,17,34.491
1,HomeImp,Other,11700,54085,68239,2,1,2,8.06,3,15,32.013
1,HomeImp,Other,11700,51600,72399,15,0,1,125.36,4,20,33.7799181760068
0,DebtCon,Other,11700,52650,63646,0,1,0,194.76,1,13,27.611
0,HomeImp,Office,11700,59932,80313,14,0,0,238.49,0,32,44.475
0,DebtCon,Other,11700,40266,59097,8.9222681359045,0,0,75,0,15,39.497
0, , ,11700,73760.817199559,69125,8.9222681359045,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,23.767
0,DebtCon,Other,11700,84863,91737,0,4,0,179.766275654635,0,4,30.331
0,DebtCon,Office,11700,63724,82252,13,0,0,233.25,3,37,40.075
0,DebtCon,Other,11700,59506,85000,3,0,0,37.57,2,4,33.7799181760068
1,DebtCon,Mgr,11700,69100,85000,3.8,3,0,80.1,0,22,33.7799181760068
1,DebtCon,Office,11700,62400,78000,20,0,0,216.07,2,24,33.7799181760068
1,DebtCon,Other,11700,63914,93707,7,3,0,162.58,2,51,69.481
0,DebtCon,Mgr,11700,37093,62116,8.9222681359045,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,37.011
0,DebtCon,Mgr,11700,74783,86227,7,0,0,116.76,0,23,28.019
0, ,Other,11700,64278,76055,12,0,0,245.3,0,26,28.44
0,DebtCon,ProfEx,11700,15163,74500,19,0,2,378.83,1,11,20.091
0,HomeImp,Other,11700,56441,86987,17,0,0,198.03,0,16,33.931
0,DebtCon,Mgr,11700,78157,103016,1,0,0,69.81,2,24,38.448
0,DebtCon,Mgr,11700,55119,67931,4,0,0,199.41,2,16,27.616
0,HomeImp,Other,11700,56990,83334,4,0,2,177.43,0,13,30.999
0,DebtCon,Other,11700,101520,110617,18,0,2,198.54,1,16,38.721
0,DebtCon,Other,11700,96532,107600,12,0,0,214.87,2,15,40.287
0,DebtCon,Other,11700,68059,86216,3,.254569687738005,.449442379182156,175.66,1.18605504587156,35,30.254
1,HomeImp,Office,11800,74512,93328,4,5,0,117.92,1.18605504587156,16,58.296
0,DebtCon,Self,11800,118053,125325,5,0,0,181.17,0,18,33.2
0,DebtCon,Office,11800,52104,61618,0,0,0,160.75,0,21,37.13
0,HomeImp,ProfEx,11800,79131,102263,5,0,0,105.25,0,34,36.071
1,HomeImp,ProfEx,11800,67678,108092,13,0,7,126.66,0,36,37.163
0,HomeImp,Other,11800,73760.817199559,65769,8.9222681359045,0,0,357.33,0,7,34.327
0,DebtCon,Office,11800,21813,30436,5,0,1,104.01,0,16,19.408
0,DebtCon,Other,11800,44944,57132,8.9222681359045,0,0,74.16,0,14,42.812
0,DebtCon,Mgr,11800,57760,65535,11,0,0,108.47,1,18,32.783
0,HomeImp,Office,11800,65062,78004,12,0,0,251.14,0,31,43.372
0,DebtCon,Office,11800,67336,82218,12,0,0,255.31,3,36,40.878
0,DebtCon,Office,11800,86785,125552,11,0,0,148.18,1,22,37.884
0,DebtCon,ProfEx,11800,116742,137385,15,.254569687738005,1,170.54,1,33,30.785
0,DebtCon,Other,11800,38825,51984,8.9222681359045,0,0,82.53,0,14,40.883
0,DebtCon,Office,11800,32257,59515,23,0,0,231.6,0,29,25.701
0,HomeImp,Other,11800,73760.817199559,51246,11,0,0,305.57,2,13,32.5
0,HomeImp,Office,11800,65012,91614,26,0,0,171.89,2,13,42.489
0,DebtCon,Mgr,11800,53596,69786,5,.254569687738005,.449442379182156,126.79,1.18605504587156,24,41.048
0,DebtCon,Other,11800,98877,110250,18,0,2,195.86,1,16,36.872
0,DebtCon,ProfEx,11800,112146,140781,14,.254569687738005,0,170.7,0,32,29.942
0,DebtCon,Other,11900,44600,63800,9,0,0,243.5,0,18,33.7799181760068
1,HomeImp,Mgr,11900,54867,79000,1,0,0,182.6,2,23,33.7799181760068
0,HomeImp,Other,11900,44142,54299,22,0,0,123.47,0,22,37.155
0,DebtCon,Office,11900,56443,86913,12,0,0,119.86,0,24,38.862
0,HomeImp,ProfEx,11900,85486,109386,11,0,1,175.54,0,28,33.671
1,DebtCon,Office,11900,108763,128780,8,0,0,60.38,3,21,49.418
0,DebtCon,Mgr,11900,56792,64130,13,0,0,118.61,1,18,32.666
0,HomeImp,Other,11900,73760.817199559,39433,8.9222681359045,.254569687738005,1,81.39,0,9,35.504
0,DebtCon,Mgr,11900,71000,87000,20,0,0,238.47,11,24,33.7799181760068
0,HomeImp,Other,11900,85179,122788,10,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,39.431
0,DebtCon,Office,11900,41009,68211,23,0,0,234.93,0,28,28.391
0,HomeImp,ProfEx,11900,28329,80963,21,0,0,239.46,0,10,24.535
0,DebtCon,ProfEx,11900,117550,144178,15,.254569687738005,1,170.95,1,32,29.1
1,HomeImp,Other,11900,58104,77870,7,0,0,69.43,1,19,33.7799181760068
1,DebtCon,Other,11900,52814,72000,12,0,0,123.6,0,20,33.7799181760068
0,DebtCon,Office,11900,34222,59948,24,0,0,228.08,1,29,25.729
0,HomeImp,Other,11900,26601,52544,0,0,0,240.69,0,11,40.776
0,HomeImp,ProfEx,11900,81849,105403,5,0,1,82.64,1,34,36.506
1,DebtCon,Office,11900,29822,48574,13,0,0,132.4,0,4,36.611
0,HomeImp,ProfEx,11900,201264,227295,10,0,0,239.74,0,22,33.776
0,DebtCon,Other,11900,97506,110902,17,0,1,196.57,2,15,37.999
0,HomeImp,Mgr,11900,89595,107895,9,0,0,250.47,0,24,30.305
1,DebtCon,Other,11900,63833,101776.04874145,3,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,40.933
0,DebtCon,Mgr,11900,78959,104371,1,0,0,79.08,1,23,40.024
0,HomeImp,Self,11900,83877,208924,15,0,0,12.75,1.18605504587156,7,18.25
0,DebtCon,ProfEx,11900,114329,143915,15,.254569687738005,1,185.57,0,32,28.978
0,HomeImp,ProfEx,11900,81318,105454,6,0,0,92.14,1,33,37.526
0, ,Other,11900,61094,74842,12,0,0,250.2,0,26,29.735
0,DebtCon,Office,12000,84172,123415,9,0,0,139.02,1,21,38.583
0,HomeImp,Other,12000,83560,126479,8,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,38.928
0,DebtCon,Office,12000,63019,74204,6,0,0,98.59,2,14,24.49
0,HomeImp,Other,12000,41182,59947,23,0,0,118.18,0,22,37.131
0,DebtCon,Mgr,12000,57371,69076,10,1,0,83.25,1,19,29.632
0,DebtCon,Mgr,12000,76799,83864,8,0,0,102.2,0,22,27.172
0,HomeImp,Other,12000,35028,55079,23,0,1,108.63,0,23,40.797
0,DebtCon,Other,12000,30777,43157,8,.254569687738005,0,151.7,7,28,38.178
0,HomeImp,Other,12000,7804,65395,8,2,0,347.12,0,21,16.816
0,DebtCon,Office,12000,38130,68707,23,0,0,234.89,1,29,26.301
0,HomeImp,Office,12000,15756,53079,23,0,0,259.56,0,20,29.397
1,HomeImp,Other,12000,50581,70171,8.9222681359045,0,2,206.32,1,12,29.843
0,DebtCon,Office,12000,69796,93757,16,0,1,91.43,0,8,24.459
0,DebtCon, ,12000,102109,121229,2,0,0,104.48,0,25,34.767
0,HomeImp,ProfEx,12000,79844,98139,8,0,0,156.95,0,34,31.7
1,HomeImp,Other,12000,76345,89036,8,0,0,91.97,1,19,50.173
0,HomeImp,Other,12000,35721,52938,23,0,1,125.93,0,22,38.627
0,DebtCon,Office,12000,72786,84595,4,2,2,198.77,3,30,38.09
1,DebtCon,Other,12000,42000,60000,4,1,2,145.53,0,23,33.7799181760068
1,HomeImp,ProfEx,12000,69000,92900,2,0,0,115.9,0,15,33.7799181760068
1,DebtCon,Other,12000,74427,96270,18,0,1,169.73,2,40,33.7799181760068
1,HomeImp,Other,12000,73760.817199559,101776.04874145,3,0,2,213.67,1,15,33.7799181760068
0,DebtCon,Other,12000,43000,64000,1,0,0,262.97,0,21,33.7799181760068
0,HomeImp,ProfEx,12000,96000,135000,14,0,0,126.8,5,22,33.7799181760068
0,DebtCon,Other,12000,46000,60200,4,0,0,176.5,0,14,33.7799181760068
0,DebtCon,Sales,12000,87000,101200,13,.254569687738005,2,151.13,1,18,33.7799181760068
0,HomeImp,ProfEx,12000,98000,123385,10,0,0,170.43,3,32,33.7799181760068
0,DebtCon,Other,12000,76187,93100,.5,0,0,144.07,0,23,33.7799181760068
0,DebtCon,ProfEx,12000,73000,94900,9,3,0,189.7,1,30,33.7799181760068
0,DebtCon,ProfEx,12000,150000,175065,7,.254569687738005,1,206.67,4,26,33.7799181760068
0,DebtCon,ProfEx,12000,29600,61250,7.5,0,0,264.8,1,16,33.7799181760068
0, , ,12000,73760.817199559,63000,0,0,0,179.766275654635,0,0,33.7799181760068
0,HomeImp,Office,12000,94000,112125,2,0,0,143.03,1,22,33.7799181760068
0,DebtCon,Other,12000,72000,106000,6,0,0,78.07,2,14,33.7799181760068
0,DebtCon,ProfEx,12000,42482,67800,19,0,0,199.9,0,16,33.7799181760068
0,DebtCon,Other,12000,53800,80000,.3,0,0,124.77,4,11,33.7799181760068
0,HomeImp,Mgr,12000,88000,118750,3,0,3,153.5,0,26,33.7799181760068
0,DebtCon,Other,12000,44000,59500,3.7,0,0,172.5,0,14,33.7799181760068
0,DebtCon,ProfEx,12000,81000,105250,9,0,0,200.9,2,37,33.7799181760068
0,DebtCon,Other,12000,36346,54000,8.9222681359045,0,0,114.67,2,19,33.7799181760068
0,HomeImp,Other,12000,81000,99000,20,0,0,136,4,24,33.7799181760068
0,DebtCon,Other,12000,64000,80000,2,0,0,239.53,3,26,33.7799181760068
1,DebtCon,Other,12000,73760.817199559,87000,13,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,33.7799181760068
0,DebtCon,ProfEx,12000,85039,111100,.2,1,2,144.07,1,34,33.7799181760068
0,DebtCon,Office,12000,87000,113850,11,0,0,216.13,0,12,33.7799181760068
1,HomeImp,Other,12000,73760.817199559,101776.04874145,19,0,8,195.83,0,13,33.7799181760068
1,HomeImp,Other,12000,75373,102602,6,2,0,99.37,0,21,33.7799181760068
1,DebtCon,Other,12000,36000,51900,.1,0,0,247.5,1,10,33.7799181760068
1,DebtCon,Mgr,12000,114390,132800,10,0,0,95.73,0,25,33.7799181760068
1,DebtCon,Other,12000,28298,72000,8,.254569687738005,.449442379182156,105.5,2,22,33.7799181760068
1,HomeImp,ProfEx,12000,118000,139350,2,0,0,153.17,2,17,33.7799181760068
1, ,Other,12000,87917,101776.04874145,12.9,0,1,71,0,12,33.7799181760068
1,DebtCon,Office,12000,58730,80000,10,.254569687738005,4,123.1,3,25,33.7799181760068
1,DebtCon,Other,12000,59099,82000,10,0,2,219.13,0,33,33.7799181760068
1,DebtCon,Office,12000,15231,42845.01,6.5,0,1,65.97,2,18,33.7799181760068
1,HomeImp,ProfEx,12000,48786,89800,29.9,0,5,220.13,1,16,33.7799181760068
1,HomeImp,Other,12000,74265,91000,7,1,0,137,0,3,33.7799181760068
1,DebtCon,Other,12000,42000,58000,5,0,1,113.63,1,18,33.7799181760068
0,DebtCon,Mgr,12000,76674,97936,5,0,0,147.91,2,27,41.226
1, ,Other,12000,54257,82764,14,1,1,188.34,2,31,38.943
0,DebtCon,ProfEx,12000,36072,62960,8,0,0,288.53,0,16,22.423
0,DebtCon,ProfEx,12000,97650,115931,11,0,0,199.83,1,17,34.388
0,HomeImp,Other,12000,73760.817199559,67446,8.9222681359045,0,0,356.93,0,7,37.934
0,DebtCon,ProfEx,12000,88210,114224,8,0,0,203.47,1,36,41.573
0,HomeImp,ProfEx,12000,84191,100654,0,0,0,79.68,1,20,33.773
0,HomeImp,Office,12000,63589,75959,14,1,0,253.62,1,31,43.16
1,DebtCon,Other,12000,73760.817199559,33879,8.9222681359045,1,0,121.38,0,4,39.695
1,DebtCon,Other,12000,48189,53969,5,0,0,276.38,0,18,65.495
0,DebtCon,Other,12000,98428,114820,16,0,1,188.15,2,15,36.738
0,HomeImp,Other,12100,56335,86648,17,0,0,206.25,0,17,35.128
0,HomeImp,Other,12100,48622,83158,4,0,2,191.57,0,12,29.204
0,HomeImp,Other,12100,58556,76724,3,0,1,234.66,1,16,37.639
1,HomeImp,ProfEx,12100,186062,227171,0,0,0,67.78,1.18605504587156,4,26.991
0,DebtCon,Other,12100,13218,82386,7,0,0,262.39,0,14,18.43
0,HomeImp,Mgr,12100,96439,126328,3,0,3,156.32,0,26,39.279
0,DebtCon,Other,12100,44484,64398,3,0,0,263.04,0,20,28.804
1,DebtCon,Other,12100,29097,72647,8,.254569687738005,.449442379182156,109.51,1,22,45.305
0,DebtCon,Sales,12100,90917,102400,11,.254569687738005,2,159.87,0,17,33.454
0,DebtCon,Other,12100,50100,66410,3,0,0,176.01,0,14,28.549
0,HomeImp,Office,12100,68941,75029,14,0,0,254.19,0,31,43.898
0,DebtCon,Other,12100,50150,65565,4,0,0,166.23,0,13,26.644
0,DebtCon,Mgr,12100,50973,74183,6,.254569687738005,.449442379182156,122.69,1.18605504587156,24,41.128
1,DebtCon,Other,12100,22000,38750,.8,0,0,167.4,1,17,33.7799181760068
0,DebtCon,Mgr,12100,12000,33938,9,0,0,118.77,0,11,33.7799181760068
0,DebtCon,Other,12100,31400,48000,6,1,0,107.53,2,16,33.7799181760068
1,DebtCon,Mgr,12100,67000,79100,5,0,0,155.2,1,32,33.7799181760068
0,DebtCon,Other,12100,67927,94126,2,0,0,35.54,2,3,38.848
0, , ,12100,73760.817199559,72731,0,0,0,179.766275654635,0,0,.72
0,DebtCon,Mgr,12100,74594,90555,4,0,0,123.78,2,27,41.635
0,HomeImp,ProfEx,12100,83557,98881,6,0,0,102.23,1,26,25.783
0,HomeImp,Other,12100,61868,66874,30,0,3,170.44,0,23,37.915
0,DebtCon,Other,12100,46152,72773,0,0,0,270.49,0,20,29.495
0,DebtCon,Other,12100,97185,113004,13,0,0,202.62,2,15,37.717
0,HomeImp,ProfEx,12100,105104,144712,13,0,0,129.52,5,22,37.414
0,DebtCon,Other,12100,71060,79744,3,.254569687738005,.449442379182156,179.87,1.18605504587156,35,29.894
0,DebtCon,ProfEx,12100,85121,113744,0,0,2,139.49,0,34,33.943
0,DebtCon,Other,12100,28193,34705,0,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,37.618
0,DebtCon,Mgr,12100,18728,34443,9,0,0,117.65,0,10,21.59
0,DebtCon,Other,12100,55147,72553,0,0,0,229.41,0,10,35.868
0,DebtCon,ProfEx,12100,48149,74539,17,0,0,200.03,0,15,23.131
0,HomeImp,Office,12200,61929,83102,14,0,0,238.52,1,32,44.45
0,DebtCon,ProfEx,12200,110088,137794,3,0,0,251.15,1,46,33.517
0,DebtCon,Other,12200,57785,72971,2,0,0,166.9,1,16,34.71
0,DebtCon,Other,12200,67474,88473,2,0,0,234.78,3,26,29.097
0,HomeImp,ProfEx,12200,136866,162906,4,0,0,427.92,0,43,30.182
0,HomeImp,ProfEx,12200,80336,102618,2,0,0,79.73,2,19,34.405
1,HomeImp,ProfEx,12200,97000,109800,5,0,0,152.13,3,33,33.7799181760068
0,DebtCon,Other,12200,91000,114053,11,0,0,173.5,0,27,33.7799181760068
0,HomeImp,ProfEx,12200,206613,232176,10,0,1,237.32,0,22,30.689
0,DebtCon,Other,12200,45095,64736,9,0,0,249.67,0,18,31.635
0,DebtCon,Other,12200,70722,81760,0,0,0,219.79,3,26,30.277
0,HomeImp,ProfEx,12200,199232,229929,11,0,0,223.44,0,21,31.37
0,DebtCon,Office,12200,82904,125057,8,0,0,131.66,1,21,37.273
0,DebtCon,Other,12200,61302,90873,2,0,0,35.97,1,4,39.974
0,HomeImp,ProfEx,12200,27118,87982,19,0,0,232.24,0,11,25.235
1,DebtCon,Other,12200,53242,70400,14,0,0,169.93,0,18,34.629
0,DebtCon,Other,12200,57112,76050,1,0,0,235.23,0,9,35.113
0,DebtCon,ProfEx,12200,90154,110479,9,0,0,196.93,2,37,43.189
0,DebtCon,ProfEx,12200,86775,111572,0,1,1,138.61,1,33,34.352
0,DebtCon,ProfEx,12300,79838,85209,8,0,0,173.84,0,11,37.824
0,DebtCon,ProfEx,12300,114035,137208,15,.254569687738005,1,173.71,0,33,32.056
0,HomeImp,Other,12300,89333,106107,19,0,0,120.26,3,24,28.775
1,DebtCon,Other,12300,24552,48278,0,0,0,171.08,0,16,29.3
0,DebtCon,Sales,12300,61253,85825,5,0,0,130.03,0,34,27.203
0,DebtCon,ProfEx,12300,152107,179793,7,.254569687738005,1,212.78,3,25,43.134
0,HomeImp,Office,12300,48866,73023,11,3,1,251.63,1,29,32.877
1,HomeImp,Office,12300,48238,66603,6,0,1,80.39,1,11,40.019
0,DebtCon,ProfEx,12300,112373,136202,16,.254569687738005,1,179.88,0,32,30.488
0,DebtCon,Other,12300,69499,104045,8,0,0,219.09,0,20,18.585
0,HomeImp,Office,12300,60200,77079,13,0,0,242.24,1,32,45.394
0,HomeImp,Mgr,12300,73760.817199559,50530,5,.254569687738005,.449442379182156,163.54,1.18605504587156,9,20.026
1,HomeImp,Other,12300,78000,101200,.4,0,0,145.07,1,19,33.7799181760068
1,DebtCon,Sales,12300,50230,70000,1,0,.449442379182156,184.37,2,20,33.7799181760068
1,DebtCon,ProfEx,12300,49800,64000,23,0,2,232.33,3,17,33.7799181760068
1,DebtCon,Mgr,12300,77000,94000,41,.254569687738005,4,212.87,4,17,33.7799181760068
0,DebtCon,ProfEx,12300,114457,144284,1,0,0,252.66,0,45,32.497
0,DebtCon,Other,12300,52622,64407,0,0,0,191.08,1,13,26.203
0,HomeImp,Office,12300,152274,177940,4,0,0,196.88,0,56,33.723
0,HomeImp,Other,12300,27859,48393,10,0,0,82.76,0,3,34.385
0,DebtCon,Office,12300,90006,121122,9,0,0,133.5,1,21,36.91
0,DebtCon,ProfEx,12300,159798,177853,6,.254569687738005,0,206.82,4,25,41.425
0,DebtCon,Mgr,12300,81590,90050,6,0,0,136.75,1,26,41.733
0,HomeImp,Other,12300,35651,59795,22,0,0,118.65,0,23,40.663
0,DebtCon,Office,12300,50441,56656,1,0,0,186.45,0,21,35.453
0,DebtCon,Other,12300,33061,46277,8,.254569687738005,1,154.9,7,28,39.702
0,HomeImp,ProfEx,12300,102908,124217,9,0,0,159.99,2,31,27.707
0,HomeImp,ProfEx,12300,141020,157511,4,0,1,403.75,0,43,29.583
0,DebtCon,ProfEx,12300,92573,119325,2,1,2,157.62,0,33,34.775
1,DebtCon,ProfEx,12300,73099,84250,4,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,40.222
1, ,Other,12300,11300,39000,8.9222681359045,5,1,170.43,3,21,33.7799181760068
0,DebtCon,Sales,12300,68024,78800,7,0,0,125.5,0,35,29.293
1,DebtCon,Other,12300,64265,90956,10,0,1,233.16,0,32,32.909
0,HomeImp,Office,12400,132894,198168,0,0,1,355.16,0,16,40.54
0, ,Other,12400,31303,57444,29,0,0,246.72,0,18,20.206
0,HomeImp,ProfEx,12400,80510,97548,1,0,0,74.4,1,19,36.457
0,HomeImp,ProfEx,12400,137927,160566,6,0,1,436.75,0,42,29.273
1,DebtCon,Other,12400,45604,65501,9,0,1,70.34,1,24,35.212
0,HomeImp,Other,12400,26768,52411,0,0,0,253.32,0,11,38.821
0,HomeImp,ProfEx,12400,203902,234454,9,0,0,213.46,0,22,33.649
0,DebtCon,Mgr,12400,16375,36672,8,0,0,120.67,0,11,24.089
0,DebtCon,Other,12400,49264,57923,0,0,0,182,2,13,27.009
0,DebtCon,ProfEx,12400,36034,62953,9,0,0,262.08,0,16,21.345
0, , ,12400,73760.817199559,69350,0,0,0,179.766275654635,0,0,2.365
1,DebtCon,Mgr,12400,94000,112000,4,0,0,179.766275654635,0,0,33.7799181760068
0,DebtCon,ProfEx,12400,115902,146813,1,0,0,288.47,0,45,33.054
0,DebtCon,ProfEx,12400,115004,144760,2,0,0,279.52,1,46,35.615
1,DebtCon,Other,12400,57105,74582,12,0,0,134.03,0,20,36.926
0,DebtCon,Other,12400,34055,40739,9,.254569687738005,0,147.01,6,29,39.931
1,DebtCon,Other,12400,50573,84008,15,1,0,76.04,0,7,41.028
0,HomeImp,Other,12400,73760.817199559,65317,8.9222681359045,0,0,349.28,0,6,35.714
0,DebtCon,Other,12400,25805,31414,2,.254569687738005,.449442379182156,179.766275654635,1.18605504587156,21.2960962007668,38.237
0,HomeImp,ProfEx,12400,24769,87665,21,0,0,238.38,0,11,25.332
0,DebtCon,Other,12400,83018,96637,2,0,0,95.9,2,32,41.245
0,DebtCon,ProfEx,12500,93538,118369,0,0,1,132.82,0,33,34.834
0,HomeImp,Other,12500,37562,57081,22,0,1,129.49,0,23,39.083
1,HomeImp,ProfEx,12500,69117,101503,13,0,7,145.95,0,36,36.76
0,DebtCon,ProfEx,12500,157312,181050,7,.254569687738005,0,209.71,4,25,40.906
0,HomeImp,Other,12500,10035,61897,6,1,1,368.74,0,21,14.734
0,DebtCon,Office,12500,83276,129116,7,0,0,138.69,0,22,39.59
0,DebtCon,Other,12500,57294,66615,3,0,1,321.39,0,9,31.381
0,HomeImp,Office,12500,101047,118913,2,0,0,156.61,1,22,35.899
0,DebtCon,Other,12500,56960,69014,4,0,0,307.64,0,10,30.362
0,HomeImp,ProfEx,12500,83924,100114,0,0,0,71.3,1,20,34.713
0,DebtCon,Mgr,12500,79900,94660,19,0,0,252.35,10,24,35.8
0,HomeImp,Mgr,12500,73760.817199559,52026,6,.254569687738005,.449442379182156,173.72,1.18605504587156,8,21.621
1,DebtCon,Other,12500,41000,64680,2,0,0,70.9,3,30,33.7799181760068
1,DebtCon,Other,12500,41301,60000,2,0,0,77.23,0,12,33.7799181760068
1,DebtCon,Other,12500,55000,75393,.75,0,1,113.03,1,16,33.7799181760068
0,HomeImp,Office,12500,77100,90550,8.9222681359045,0,0,173.47,1,26,33.7799181760068
0,DebtCon,Other,12500,71582,93400,6,3,0,74.07,1,21,33.7799181760068
1,DebtCon,Office,12500,53060,67500,16,0,5,183.63,0,15,33.7799181760068
1,DebtCon,Mgr,12500,69192,105300,4,0,0,282.03,1,23,33.7799181760068
1,HomeImp,Other,12500,62000,102600,10,2,6,226.43,4,42,33.7799181760068
0,DebtCon,Other,12500,50097,73846,1,0,0,267.87,0,20,29.16
0,DebtCon,ProfEx,12500,77792,100812,10,2,0,182.96,1,29,27.386
0,HomeImp,Office,12500,53354,79893,10,2,0,249.44,1,29,35.021
